home_team_id,home_team_name,away_team_id,away_team_name,season,matches_played,draw_count,draw_rate,avg_goals
9655,Gamba Osaka,9659,Avispa Fukuoka,2526,1,0,0.0,3.0
9653,Kyoto Sanga FC,9934,Albirex Niigata,2526,1,0,0.0,3.0
9650,Cerezo Osaka,9653,Kyoto Sanga FC,2526,1,0,0.0,5.0
9659,Avispa Fukuoka,9937,FC Machida Zelvia,2526,1,1,1.0,4.0
9650,Cerezo Osaka,9934,Albirex Niigata,2526,1,1,1.0,4.0
9647,Kawasaki Frontale,9937,FC Machida Zelvia,2526,1,1,1.0,4.0
9649,Yokohama F. Marinos,9651,Shimizu S-Pulse,2526,1,0,0.0,5.0
9651,Shimizu S-Pulse,9654,Urawa Red Diamonds,2526,1,0,0.0,3.0
9650,Cerezo Osaka,9661,Shonan Bellmare,2526,1,0,0.0,3.0
9647,Kawasaki Frontale,9664,Vissel Kobe,2526,1,0,0.0,3.0
9648,FC Tokyo,9663,Nagoya Grampus,2526,1,0,0.0,4.0
9663,Nagoya Grampus,9664,Vissel Kobe,2526,1,1,1.0,4.0
9657,Sanfrecce Hiroshima,9937,FC Machida Zelvia,2526,1,0,0.0,3.0
9655,Gamba Osaka,9665,Yokohama FC,2526,1,1,1.0,2.0
9650,Cerezo Osaka,9655,Gamba Osaka,2526,1,0,0.0,7.0
9662,Kashiwa Reysol,9663,Nagoya Grampus,2526,1,0,0.0,3.0
9661,Shonan Bellmare,9663,Nagoya Grampus,2526,1,0,0.0,3.0
9656,Kashima Antlers,9935,Fagiano Okayama,2526,1,0,0.0,3.0
9650,Cerezo Osaka,9657,Sanfrecce Hiroshima,2526,1,0,0.0,3.0
9647,Kawasaki Frontale,9662,Kashiwa Reysol,2526,1,1,1.0,2.0
9654,Urawa Red Diamonds,9656,Kashima Antlers,2526,1,1,1.0,2.0
9663,Nagoya Grampus,9936,Tokyo Verdy,2526,1,0,0.0,3.0
9657,Sanfrecce Hiroshima,9659,Avispa Fukuoka,2526,1,0,0.0,3.0
9651,Shimizu S-Pulse,9935,Fagiano Okayama,2526,1,1,1.0,2.0
9659,Avispa Fukuoka,9935,Fagiano Okayama,2526,1,1,1.0,2.0
9649,Yokohama F. Marinos,9654,Urawa Red Diamonds,2526,1,0,0.0,4.0
9653,Kyoto Sanga FC,9665,Yokohama FC,2526,1,0,0.0,3.0
9647,Kawasaki Frontale,9651,Shimizu S-Pulse,2526,1,1,1.0,2.0
9651,Shimizu S-Pulse,9657,Sanfrecce Hiroshima,2526,1,1,1.0,2.0
9650,Cerezo Osaka,9662,Kashiwa Reysol,2526,1,0,0.0,3.0
9653,Kyoto Sanga FC,9655,Gamba Osaka,2526,1,0,0.0,3.0
9648,FC Tokyo,9650,Cerezo Osaka,2526,1,1,1.0,2.0
9653,Kyoto Sanga FC,9664,Vissel Kobe,2526,1,1,1.0,2.0
9934,Albirex Niigata,9936,Tokyo Verdy,2526,1,1,1.0,4.0
9655,Gamba Osaka,9934,Albirex Niigata,2526,1,1,1.0,6.0
9647,Kawasaki Frontale,9659,Avispa Fukuoka,2526,1,0,0.0,3.0
9653,Kyoto Sanga FC,9662,Kashiwa Reysol,2526,1,1,1.0,2.0
9653,Kyoto Sanga FC,9654,Urawa Red Diamonds,2526,2,1,0.5,2.5
9663,Nagoya Grampus,9937,FC Machida Zelvia,2526,1,0,0.0,3.0
9650,Cerezo Osaka,9937,FC Machida Zelvia,2526,1,0,0.0,3.0
9650,Cerezo Osaka,9935,Fagiano Okayama,2526,1,0,0.0,3.0
9654,Urawa Red Diamonds,9661,Shonan Bellmare,2526,1,0,0.0,3.0
9656,Kashima Antlers,9662,Kashiwa Reysol,2526,1,0,0.0,4.0
9657,Sanfrecce Hiroshima,9662,Kashiwa Reysol,2526,1,1,1.0,2.0
9662,Kashiwa Reysol,9934,Albirex Niigata,2526,1,1,1.0,2.0
9657,Sanfrecce Hiroshima,9663,Nagoya Grampus,2526,1,0,0.0,3.0
9649,Yokohama F. Marinos,9661,Shonan Bellmare,2526,1,1,1.0,2.0
9651,Shimizu S-Pulse,9659,Avispa Fukuoka,2526,1,0,0.0,4.0
9656,Kashima Antlers,9934,Albirex Niigata,2526,1,0,0.0,3.0
9648,FC Tokyo,9934,Albirex Niigata,2526,1,0,0.0,5.0
9648,FC Tokyo,9662,Kashiwa Reysol,2526,1,1,1.0,2.0
9648,FC Tokyo,9936,Tokyo Verdy,2526,1,1,1.0,4.0
9663,Nagoya Grampus,9665,Yokohama FC,2526,1,0,0.0,3.0
9651,Shimizu S-Pulse,9653,Kyoto Sanga FC,2526,1,0,0.0,3.0
9647,Kawasaki Frontale,9649,Yokohama F. Marinos,2526,1,1,1.0,6.0
9661,Shonan Bellmare,9664,Vissel Kobe,2526,1,0,0.0,3.0
9650,Cerezo Osaka,9663,Nagoya Grampus,2526,1,1,1.0,2.0
9653,Kyoto Sanga FC,9656,Kashima Antlers,2526,1,0,0.0,7.0
9650,Cerezo Osaka,9654,Urawa Red Diamonds,2526,1,1,1.0,2.0
9649,Yokohama F. Marinos,9659,Avispa Fukuoka,2526,1,0,0.0,3.0
