match_id,xg_home,xg_away,xg_total,xg_draw_index
29992,0.0,1.0832767865326127,1.0832767865326127,1.113337857077391
29991,4.154211004683881,3.09278317639747,7.246994181081351,0.8
29990,0.9394448074134774,1.0182724054618262,1.9577172128753035,1.0433826229699756
29989,0.9060915492947468,1.0073314572603094,1.9134230065550561,1.0469261594755954
29988,0.9105999677383559,2.186005963779612,3.096605931517968,0.9522715254785625
29985,2.3308629167728774,1.0299439305937053,3.3608068473665824,0.9311354522106734
29984,0.0,3.33179569965471,3.33179569965471,0.9334563440276232
29987,0.0,1.1149458433751538,1.1149458433751538,1.1108043325299877
29986,2.1496017180881424,2.2405808755331105,4.390182593621253,0.8487853925102997
29982,2.047027147657111,0.0,2.047027147657111,1.0362378281874312
29981,2.3390716993391742,0.0,2.3390716993391742,1.012874264052866
29980,0.0,3.3728935480235913,3.3728935480235913,0.9301685161581127
29983,0.996962764608059,1.0643129908962305,2.0612757555042895,1.035097939559657
29979,1.0235974772830119,0.0,1.0235974772830119,1.118112201817359
29978,4.141342619551456,3.380948380543064,7.52229100009452,0.8
29977,3.224907044130981,0.0,3.224907044130981,0.9420074364695216
29976,2.2210827273666287,2.3462937154067287,4.567376442773357,0.8346098845781315
29972,0.9465213571870155,0.926129711955706,1.8726510691427216,1.0501879144685822
29973,1.8846784935330807,2.1009459136963198,3.9856244072294005,0.8811500474216479
29974,2.0751867484706077,3.4759652614052947,5.551152009875903,0.8
29975,0.9189978650280839,0.0,0.9189978650280839,1.1264801707977532
29970,1.051037244532117,0.9852147192330417,2.036251963765159,1.0370998428987872
29971,7.094685459238976,0.993824454426735,8.08850991366571,0.8
29968,0.0,2.1990416213664896,2.1990416213664896,1.0240766702906807
29969,1.1949514116083941,2.8094751939702336,4.004426605578628,0.8796458715537098
29967,0.0,2.3147305413260395,2.3147305413260395,1.014821556693917
29966,1.8497252897440561,0.0,1.8497252897440561,1.0520219768204755
29965,1.1498341113641177,0.0,1.1498341113641177,1.1080132710908706
29964,0.9789315990437776,1.9749885373711562,2.9539201364149337,0.9636863890868053
29963,1.842735248395215,1.982870858375569,3.825606106770784,0.8939515114583373
29962,3.2475767038066237,0.0,3.2475767038066237,0.9401938636954701
29961,3.4103215705628807,0.9679312129106301,4.378252783473511,0.8497397773221191
29960,0.9751690783144118,0.9070190131548089,1.8821880914692208,1.0494249526824624
29959,1.1576504040405413,0.0,1.1576504040405413,1.1073879676767566
29958,1.8204658387912143,0.9524651975040864,2.772931036295301,0.9781655170963759
29956,0.9319192869403166,0.9068330650333114,1.838752351973628,1.0528998118421098
29955,2.3559531145632553,3.613864974557236,5.9698180891204915,0.8
29957,1.928918236262146,2.1288650427839086,4.057783279046054,0.8753773376763156
29954,3.5191872294657545,1.0682388095371385,4.587426039002893,0.8330059168797685
29953,1.1903594558694635,1.107000737547507,2.2973601934169707,1.0162111845266424
29952,4.374279314688076,2.3993143789639655,6.773593693652042,0.8
29951,0.9258847487749826,1.189921246290444,2.1158059950654264,1.030735520394766
29950,1.129106132461478,2.249313930861101,3.378420063322579,0.9297263949341936
29949,0.0,0.9458845700642846,0.9458845700642846,1.1243292343948572
29948,2.2238512006231486,1.0951748363070415,3.31902603693019,0.9344779170455848
29947,1.023230653363333,5.4251835693260055,6.448414222689339,0.8
29946,2.250746265137284,0.0,2.250746265137284,1.0199402987890174
29945,2.219424522871872,0.9545820587140765,3.1740065815859486,0.9460794734731242
29942,2.213777494654818,1.143859590716539,3.3576370853713566,0.9313890331702914
29941,0.907187796778052,2.181146826084277,3.088334622862329,0.9529332301710137
29944,1.0329070153555115,0.0,1.0329070153555115,1.117367438771559
29943,2.0389580998528483,0.0,2.0389580998528483,1.0368833520117722
29940,0.0,0.0,0.0,1.2
29939,1.1911826038077333,0.0,1.1911826038077333,1.1047053916953813
29938,0.0,0.9156264791799594,0.9156264791799594,1.1267498816656032
29937,1.1471672749567452,0.9769008443151915,2.1240681192719366,1.0300745504582451
29936,7.491114809490128,2.2367836323572168,9.727898441847344,0.8
29934,2.9973914965984494,0.9320473717837555,3.929438868382205,0.8856448905294236
29933,0.9539040364860643,0.0,0.9539040364860643,1.1236876770811148
29932,0.9062358620369427,1.0008485250780144,1.9070843871149572,1.0474332490308034
29935,2.3150648358932293,2.267204224011807,4.582269059905036,0.8334184752075972
29931,5.403956773322615,1.8003035141452035,7.204260287467818,0.8
